Hotel ID,Reviewer Name,Score,Hotel_id,Reviewer_id
10_12,Giorgio_1,9.6,2.0,4911.0
10_12,HO_1,10.0,2.0,395.0
10_12,HYE_1,7.6,2.0,591.0
10_12,Hamish_1,9.2,2.0,5111.0
10_12,Hien_1,8.8,2.0,94.0
10_12,Hila_1,7.6,2.0,5155.0
10_12,Hiếu_1,10.0,2.0,185.0
10_12,Hoang_1,9.2,2.0,17.0
10_12,Hoang_2,9.2,2.0,163.0
10_12,Hoang_3,9.2,2.0,368.0
10_12,Hong_1,8.4,2.0,46.0
10_12,Hui_1,10.0,2.0,396.0
10_12,Huong_1,10.0,2.0,70.0
10_12,Huyen_1,10.0,2.0,95.0
10_12,Huỳnh_1,9.2,2.0,97.0
10_12,Huỳnh_2,9.6,2.0,593.0
10_12,Huỳnh_3,10.0,2.0,1226.0
10_12,Hy_1,10.0,2.0,974.0
10_12,IM_1,8.0,2.0,2729.0
10_12,IULIIA_1,9.2,2.0,1239.0
10_12,Iris_1,10.0,2.0,5360.0
10_12,Irvin_1,10.0,2.0,5361.0
10_12,JAYMES_1,10.0,2.0,5407.0
10_12,JISUN_1,8.4,2.0,1249.0
10_12,JIYEON_1,10.0,2.0,1251.0
10_12,Jaesung_1,9.2,2.0,5543.0
10_12,James_1,9.2,2.0,226.0
10_12,Jason_1,9.2,2.0,300.0
10_12,Jason_2,9.2,2.0,2785.0
10_12,Jason_3,10.0,2.0,2786.0
10_12,Jason_4,10.0,2.0,2787.0
10_12,Jean-Marc_1,8.0,2.0,5566.0
10_12,Jeff_1,10.0,2.0,2790.0
10_12,Jekyung_1,10.0,2.0,5572.0
10_12,Ji_1,10.0,2.0,301.0
10_12,Ji_2,10.0,2.0,2797.0
10_12,Jimmy_1,10.0,2.0,818.0
10_12,Jinsun_1,8.0,2.0,5633.0
10_12,KAZUYA_1,10.0,2.0,5727.0
10_12,KINHLUAN_1,10.0,2.0,2835.0
10_12,KINHLUAN_2,8.8,2.0,5752.0
10_12,Kanae_1,10.0,2.0,5803.0
10_12,Karen_1,8.0,2.0,606.0
10_12,Keith_1,10.0,2.0,607.0
10_12,Kevin_1,10.0,2.0,279.0
10_12,Khai_1,10.0,2.0,997.0
10_12,Khanh_1,10.0,2.0,109.0
10_12,Khanh_2,9.6,2.0,827.0
10_12,Khánh_1,10.0,2.0,124.0
10_12,Khánh_2,10.0,2.0,691.0
10_12,Kim_1,9.2,2.0,7.0
10_12,Kim_2,9.6,2.0,61.0
10_12,Konkanya_1,9.6,2.0,5897.0
10_12,Lam_1,8.8,2.0,165.0
10_12,Lan_1,10.0,2.0,62.0
10_12,Le_1,9.6,2.0,13.0
10_12,Lee_1,10.0,2.0,71.0
10_12,Linh_1,9.6,2.0,9.0
10_12,Luc_1,9.6,2.0,832.0
10_12,Lý_1,9.2,2.0,539.0
10_12,MINJUN_1,9.6,2.0,6133.0
10_12,MITSUTERU_1,7.2,2.0,6147.0
10_12,MITSUTOSHI_1,9.6,2.0,6148.0
10_12,Madalina_1,10.0,2.0,6177.0
10_12,Mai_1,9.6,2.0,21.0
10_12,Mark_1,8.8,2.0,197.0
10_12,Martha_1,10.0,2.0,2957.0
10_12,Matthew_1,9.2,2.0,303.0
10_12,Mi_1,10.0,2.0,435.0
10_12,Mi_2,9.2,2.0,6291.0
10_12,Mina_1,10.0,2.0,839.0
10_12,Minh_1,10.0,2.0,2.0
10_12,Mostafa_1,8.0,2.0,6382.0
10_12,Motherk_1,9.2,2.0,6384.0
10_12,Myoungsop_1,9.6,2.0,6409.0
10_12,NAOHISA_1,8.4,2.0,6442.0
10_12,NOBUKO_1,9.6,2.0,6471.0
10_12,Nattana_1,10.0,2.0,6511.0
10_12,Nfÿc_1,9.6,2.0,6525.0
10_12,Nguyen_1,9.6,2.0,1.0
10_12,Nguyen_2,10.0,2.0,10.0
10_12,Nguyen_3,10.0,2.0,31.0
10_12,Nguyen_4,8.0,2.0,69.0
10_12,Nguyễn_1,10.0,2.0,0.0
10_12,Nguyễn_2,10.0,2.0,5.0
10_12,Nguyễn_3,10.0,2.0,29.0
10_12,Nguyễn_4,10.0,2.0,53.0
10_12,Nguyễn_5,10.0,2.0,86.0
10_12,Nguyễn_6,9.6,2.0,126.0
10_12,Nguyễn_7,10.0,2.0,200.0
10_12,Ngọc_1,9.6,2.0,28.0
10_12,Nhan_1,10.0,2.0,439.0
10_12,Nhan_2,10.0,2.0,6551.0
10_12,Nhật_1,8.4,2.0,271.0
10_12,Nils_1,9.2,2.0,6590.0
10_12,Oscar_1,8.0,2.0,6669.0
10_12,PARK_1,10.0,2.0,239.0
10_12,PASCAL_1,10.0,2.0,6677.0
10_12,PASCAL_2,10.0,2.0,6678.0
10_12,Patricia_1,10.0,2.0,440.0
10_12,Pham_1,9.6,2.0,38.0
10_12,Pham_2,10.0,2.0,254.0
10_12,Phan_1,9.2,2.0,33.0
10_12,Phan_2,6.8,2.0,214.0
10_12,Phuong_1,10.0,2.0,18.0
10_12,Phương_1,9.6,2.0,47.0
10_12,Priya_1,10.0,2.0,6799.0
10_12,QUYNH_1,10.0,2.0,1034.0
10_12,Quy_1,9.6,2.0,444.0
10_12,Quý_1,8.8,2.0,285.0
10_12,Quế_1,10.0,2.0,3116.0
10_12,Ratheshan_1,9.2,2.0,6878.0
10_12,Ratheshan_2,9.2,2.0,6879.0
10_12,Richard_1,8.8,2.0,257.0
10_12,SIAU_1,8.8,2.0,7021.0
10_12,SUN_1,8.8,2.0,722.0
10_12,SUNGYUN_1,10.0,2.0,7090.0
10_12,Samual_1,8.4,2.0,7115.0
10_12,Sandra_1,9.6,2.0,498.0
10_12,SeungHyun_1,10.0,2.0,7189.0
10_12,Shaun_1,9.6,2.0,1383.0
10_12,Sitthichai_1,8.8,2.0,7267.0
10_12,Song_1,10.0,2.0,728.0
10_12,Soonyong_1,10.0,2.0,7291.0
10_12,Soonyong_2,10.0,2.0,7292.0
10_12,Soyeon_1,10.0,2.0,864.0
10_12,Susan_1,10.0,2.0,2010.0
10_12,Sven_1,8.8,2.0,2011.0
10_12,Sylvia_1,8.8,2.0,3268.0
10_12,THI_1,8.4,2.0,48.0
10_12,Taewoo_1,10.0,2.0,3297.0
10_12,Tam_1,8.4,2.0,169.0
10_12,Tam_2,9.6,2.0,1061.0
10_12,Tan_1,10.0,2.0,240.0
10_12,Thanh_1,10.0,2.0,4.0
10_12,Thomas_1,10.0,2.0,170.0
10_12,Thomas_2,8.8,2.0,1402.0
10_12,Thuỷ_1,8.0,2.0,233.0
10_12,Thành_1,9.2,2.0,106.0
10_12,Thái_1,10.0,2.0,324.0
10_12,Thảo_1,10.0,2.0,35.0
10_12,Thắng_1,10.0,2.0,219.0
10_12,Thị_1,10.0,2.0,12.0
10_12,Thủy_1,10.0,2.0,452.0
10_12,Tony_1,10.0,2.0,632.0
10_12,Tony_2,9.6,2.0,2040.0
10_12,Tony_3,7.2,2.0,7645.0
10_12,Tran_1,10.0,2.0,23.0
10_12,Tran_2,10.0,2.0,128.0
10_12,Trang_1,8.4,2.0,19.0
10_12,Trang_2,10.0,2.0,135.0
10_12,Trân_1,10.0,2.0,561.0
10_12,Tuan_1,9.6,2.0,22.0
10_12,Tuan_2,9.2,2.0,151.0
10_12,Tuyen_1,10.0,2.0,274.0
10_12,Tuấn_1,9.6,2.0,82.0
10_12,Tâm_1,8.0,2.0,275.0
10_12,Valentin_1,10.0,2.0,3376.0
10_12,Van_1,10.0,2.0,30.0
10_12,Vi_1,9.2,2.0,207.0
10_12,Vic_1,8.8,2.0,7815.0
10_12,Vĩnh_1,9.2,2.0,1436.0
10_12,WEIJIE_1,10.0,2.0,7870.0
10_12,WONJAE_1,9.6,2.0,7880.0
10_12,William_1,9.2,2.0,564.0
10_12,YOJI_1,10.0,2.0,8007.0
10_12,YOUNG_1,10.0,2.0,891.0
10_12,YOUNGPIL_1,10.0,2.0,8038.0
10_12,YUHYEON_1,8.0,2.0,8062.0
10_12,YUJIN_1,9.6,2.0,1080.0
10_12,YUKI_1,10.0,2.0,2100.0
10_12,Yen_1,6.4,2.0,78.0
10_12,Young_1,10.0,2.0,221.0
10_12,andre_1,10.0,2.0,8284.0
10_12,bilal_1,9.6,2.0,8305.0
10_12,grg_1,10.0,2.0,8474.0
10_12,hakim_1,10.0,2.0,8493.0
10_12,huynh_1,9.6,2.0,1099.0
10_12,ivan_1,10.0,2.0,8645.0
10_12,jiyoun_1,10.0,2.0,8707.0
10_12,jun_1,10.0,2.0,8729.0
10_12,kashihara_1,8.0,2.0,8762.0
10_12,kyunghee_1,10.0,2.0,1482.0
10_12,kyunghee_2,10.0,2.0,8828.0
10_12,liem_1,9.2,2.0,2215.0
10_12,liêu_1,8.0,2.0,8864.0
10_12,michel_1,9.6,2.0,8913.0
10_12,mitsutaka_1,10.0,2.0,8947.0
10_12,nguyễn_1,10.0,2.0,143.0
10_12,ong_1,6.4,2.0,9003.0
10_12,song_1,10.0,2.0,755.0
10_12,soohyun_1,10.0,2.0,2267.0
10_12,suji_1,10.0,2.0,3709.0
10_12,sulki_1,10.0,2.0,9189.0
10_12,thi_1,9.2,2.0,112.0
10_12,trần_1,10.0,2.0,464.0
10_12,widjanarko_1,6.8,2.0,9320.0
10_12,xi_1,6.4,2.0,9335.0
10_12,xuan_1,10.0,2.0,2299.0
10_12,yadong_1,10.0,2.0,9345.0
10_12,yasuo_1,10.0,2.0,9356.0
10_12,yasutaka_1,8.0,2.0,9357.0
10_12,younkyo_1,10.0,2.0,9400.0
10_12,yuki_1,9.6,2.0,3765.0
10_12,Đào_1,6.8,2.0,208.0
10_12,Đào_2,6.8,2.0,2315.0
10_12,Đình_1,10.0,2.0,419.0
10_13,Khánh_1,9.6,313.0,124.0
10_13,Lan_1,10.0,313.0,62.0
10_13,Ngoc_1,10.0,313.0,8.0
10_13,Ngân_1,10.0,313.0,158.0
10_13,Như_1,9.2,313.0,139.0
10_13,Vũ_1,9.2,313.0,77.0
10_14,Anh_1,10.0,363.0,6.0
10_14,julia_1,7.6,363.0,3617.0
10_18,Faisal_1,10.0,396.0,2615.0
10_19,SHINKYU_1,8.4,397.0,3171.0
10_2,ALEXANDRE_1,10.0,91.0,3878.0
10_2,ANH_1,10.0,91.0,387.0
10_2,Aaron_1,10.0,91.0,921.0
10_2,Ai-Ling_1,10.0,91.0,3931.0
10_2,Alex_1,9.6,91.0,192.0
10_2,An_1,10.0,91.0,45.0
10_2,Andrew_1,10.0,91.0,144.0
10_2,Andrew_2,10.0,91.0,521.0
10_2,Angelo_1,9.6,91.0,4001.0
10_2,Bao_1,10.0,91.0,130.0
10_2,CHANGA_1,10.0,91.0,4237.0
10_2,Cha_1,10.0,91.0,2477.0
10_2,Dan_1,8.4,91.0,424.0
10_2,Derek_1,9.2,91.0,1617.0
10_2,Do_1,10.0,91.0,113.0
10_2,Duc_1,9.0,91.0,37.0
10_2,Duy_1,9.3,91.0,25.0
10_2,Dylan_1,9.2,91.0,782.0
10_2,EUIBEOM_1,10.0,91.0,4684.0
10_2,EUN_1,10.0,91.0,367.0
10_2,Ella_1,9.6,91.0,1639.0
10_2,Erik_1,9.6,91.0,787.0
10_2,Eugene_1,8.8,91.0,1195.0
10_2,Fahmi_1,9.2,91.0,4793.0
10_2,Ghais_1,10.0,91.0,4893.0
10_2,Giang_1,10.0,91.0,57.0
10_2,HUONG_1,9.2,91.0,1214.0
10_2,HUU_1,8.8,91.0,795.0
10_2,Hai_1,10.0,91.0,58.0
10_2,Hang_1,7.7,91.0,123.0
10_2,Hanh_1,10.0,91.0,131.0
10_2,Hiap_1,10.0,91.0,5150.0
10_2,Hien_1,10.0,91.0,94.0
10_2,Hoi_1,8.8,91.0,426.0
10_2,Hoàng_1,9.2,91.0,20.0
10_2,Hui_1,7.6,91.0,396.0
10_2,Hung_1,9.6,91.0,50.0
10_2,Huy_1,9.6,91.0,16.0
10_2,Huy_2,10.0,91.0,114.0
10_2,Hùng_1,10.0,91.0,316.0
10_2,Hạnh_1,9.2,91.0,146.0
10_2,JIEUN_1,8.4,91.0,476.0
10_2,JUN_1,10.0,91.0,597.0
10_2,Jaeho_1,10.0,91.0,1751.0
10_2,Jennifer_1,10.0,91.0,684.0
10_2,Jungmin_1,9.6,91.0,1779.0
10_2,Karl_1,10.0,91.0,2847.0
10_2,Khang_1,9.2,91.0,195.0
10_2,Khuong_1,9.6,91.0,338.0
10_2,Lee_1,6.4,91.0,71.0
10_2,Leow_1,8.8,91.0,2901.0
10_2,Lian_1,9.2,91.0,6017.0
10_2,LienNhi_1,10.0,91.0,6021.0
10_2,Linh_1,10.0,91.0,9.0
10_2,Linh_2,10.0,91.0,84.0
10_2,Long_1,9.6,91.0,52.0
10_2,Long_2,10.0,91.0,433.0
10_2,Long_3,10.0,91.0,1304.0
10_2,MINH_1,7.2,91.0,343.0
10_2,Man_1,10.0,91.0,434.0
10_2,Min_1,9.2,91.0,436.0
10_2,Minh_1,9.6,91.0,2.0
10_2,Minh_2,9.2,91.0,32.0
10_2,Minjae_1,10.0,91.0,2974.0
10_2,Minkyung_1,10.0,91.0,1326.0
10_2,NGUYEN_1,10.0,91.0,26.0
10_2,NGUYEN_2,7.3,91.0,132.0
10_2,NGUYEN_3,10.0,91.0,376.0
10_2,Natsuko_1,10.0,91.0,3012.0
10_2,Ngoc_1,10.0,91.0,8.0
10_2,Nguyễn_1,10.0,91.0,0.0
10_2,Nongy_1,10.0,91.0,6608.0
10_2,Nyein_1,10.0,91.0,3042.0
10_2,Pauline_1,10.0,91.0,1353.0
10_2,Peter_1,9.6,91.0,160.0
10_2,Phuc_1,7.6,91.0,202.0
10_2,Phuong_1,10.0,91.0,18.0
10_2,Phương_1,10.0,91.0,47.0
10_2,QUOC_1,8.8,91.0,621.0
10_2,Quang_1,9.3,91.0,27.0
10_2,Robyn_1,10.0,91.0,1944.0
10_2,SANG_1,10.0,91.0,494.0
10_2,SIDDHIVADHI_1,10.0,91.0,3173.0
10_2,SINH_1,10.0,91.0,1960.0
10_2,SINH_2,10.0,91.0,7025.0
10_2,SOO_1,9.6,91.0,1040.0
10_2,SUNG_1,10.0,91.0,496.0
10_2,Sang_1,10.0,91.0,105.0
10_2,Sheryl_1,10.0,91.0,1384.0
10_2,Sim_1,10.0,91.0,3230.0
10_2,Siriporn_1,10.0,91.0,7264.0
10_2,Stern_1,9.2,91.0,3254.0
10_2,Sơn_1,10.0,91.0,232.0
10_2,THI_1,10.0,91.0,48.0
10_2,TRAN_1,9.6,91.0,117.0
10_2,Tam_1,10.0,91.0,169.0
10_2,Thanh_1,10.0,91.0,4.0
10_2,Thanh_2,10.0,91.0,34.0
10_2,Thanh_3,10.0,91.0,92.0
10_2,Thanh_4,9.7,91.0,141.0
10_2,Thanh_5,10.0,91.0,307.0
10_2,Thanh_6,9.6,91.0,506.0
10_2,Thi_1,9.2,91.0,3.0
10_2,Thi_2,10.0,91.0,15.0
10_2,Thi_3,9.6,91.0,49.0
10_2,Thi_4,9.0,91.0,133.0
10_2,Tin_1,10.0,91.0,630.0
10_2,Tiến_1,10.0,91.0,204.0
10_2,Trang_1,9.2,91.0,19.0
10_2,Trang_2,8.7,91.0,135.0
10_2,Tri_1,9.6,91.0,181.0
10_2,Trung_1,10.0,91.0,36.0
10_2,Trần_1,10.0,91.0,11.0
10_2,Tuan_1,8.8,91.0,22.0
10_2,Tuan_2,10.0,91.0,151.0
10_2,Tuan_3,10.0,91.0,512.0
10_2,Tuan_4,10.0,91.0,3354.0
10_2,Tấn_1,10.0,91.0,242.0
10_2,Tấn_2,10.0,91.0,1426.0
10_2,Tấn_3,10.0,91.0,3365.0
10_2,VU_1,10.0,91.0,637.0
10_2,Van_1,10.0,91.0,30.0
10_2,Van_2,9.2,91.0,171.0
10_2,Vicki_1,8.0,91.0,3381.0
10_2,Viet_1,10.0,91.0,67.0
10_2,Vy_1,10.0,91.0,93.0
10_2,XIWEI_1,10.0,91.0,7941.0
10_2,XUAN_1,10.0,91.0,642.0
10_2,YONGBEOM_1,10.0,91.0,3428.0
10_2,Yao_1,8.8,91.0,8088.0
10_2,Youjin_1,8.8,91.0,2114.0
10_2,bbol_1,10.0,91.0,3504.0
10_2,christina_1,10.0,91.0,8364.0
10_2,douglas_1,9.6,91.0,3541.0
10_2,duc_1,8.0,91.0,1093.0
10_2,duc_2,9.6,91.0,8411.0
10_2,edward_1,9.6,91.0,1468.0
10_2,hyung_1,10.0,91.0,2184.0
10_2,junhong_1,8.0,91.0,8743.0
10_2,nicky_1,10.0,91.0,8987.0
10_2,ronald_1,10.0,91.0,9060.0
10_2,thu_1,9.6,91.0,463.0
10_2,thuy_1,9.2,91.0,358.0
10_2,wing_1,9.2,91.0,1511.0
10_2,Điềm_1,9.6,91.0,3775.0
10_20,Tyler_1,10.0,398.0,1422.0
10_21,quang_1,9.2,399.0,384.0
10_22,ANDY_1,10.0,96.0,2379.0
10_22,Adrian_1,10.0,96.0,2387.0
10_22,Ana_1,9.2,96.0,520.0
10_22,Angelina_1,10.0,96.0,1548.0
10_22,Anh_1,7.6,96.0,6.0
10_22,Anton_1,7.6,96.0,577.0
10_22,Babloo_1,10.0,96.0,4112.0
10_22,Bao_1,9.6,96.0,130.0
10_22,Bao_2,8.0,96.0,1154.0
10_22,Brian_1,10.0,96.0,767.0
10_22,Camy_1,10.0,96.0,4304.0
10_22,Chaebean_1,10.0,96.0,4331.0
10_22,Cheah_1,10.0,96.0,4371.0
10_22,Cong_1,10.0,96.0,422.0
10_22,DANG_1,10.0,96.0,423.0
10_22,Dang_1,8.8,96.0,72.0
10_22,Daryl_1,10.0,96.0,1612.0
10_22,Dinh_1,10.0,96.0,79.0
10_22,Don_1,9.6,96.0,1626.0
10_22,Don_2,9.6,96.0,2584.0
10_22,Duong_1,9.6,96.0,73.0
10_22,Duy_1,10.0,96.0,25.0
10_22,Ernest_1,10.0,96.0,2608.0
10_22,Eunjoo_1,10.0,96.0,4769.0
10_22,Frank_1,9.6,96.0,533.0
10_22,GRACE_1,10.0,96.0,4852.0
10_22,GREGORY_1,10.0,96.0,4853.0
10_22,GUNAN_1,10.0,96.0,2632.0
10_22,Gail_1,10.0,96.0,4869.0
10_22,Giang_1,9.2,96.0,57.0
10_22,Haithanh_1,9.6,96.0,2678.0
10_22,Han_1,10.0,96.0,209.0
10_22,Harold_1,10.0,96.0,5123.0
10_22,Henry_1,10.0,96.0,675.0
10_22,Hiệu_1,10.0,96.0,5173.0
10_22,Huu_1,10.0,96.0,186.0
10_22,Huy_1,10.0,96.0,16.0
10_22,Huy_2,10.0,96.0,114.0
10_22,Huyen_1,10.0,96.0,95.0
10_22,Hy_1,10.0,96.0,974.0
10_22,Irene_1,10.0,96.0,978.0
10_22,Irene_2,10.0,96.0,2739.0
10_22,Jeanie_1,8.4,96.0,1757.0
10_22,Jeffrey_1,10.0,96.0,816.0
10_22,Jiwon_1,8.8,96.0,372.0
10_22,Jude_1,10.0,96.0,2817.0
10_22,June_1,8.8,96.0,688.0
10_22,Lam_1,10.0,96.0,165.0
10_22,Lars_1,10.0,96.0,1294.0
10_22,Leo_1,10.0,96.0,1298.0
10_22,Linh_1,10.0,96.0,9.0
10_22,Lâm_1,9.6,96.0,166.0
10_22,MA_1,10.0,96.0,1847.0
10_22,MELVIN_1,8.8,96.0,6111.0
10_22,Mai_1,9.6,96.0,21.0
10_22,Mai_2,10.0,96.0,125.0
10_22,Man_1,9.6,96.0,434.0
10_22,Mi_1,6.8,96.0,435.0
10_22,Michael_1,9.2,96.0,90.0
10_22,NGO_1,10.0,96.0,486.0
10_22,NHƯ_1,7.6,96.0,3001.0
10_22,NHƯ_2,9.2,96.0,6466.0
10_22,Ngaire_1,10.0,96.0,6526.0
10_22,Ngoc_1,10.0,96.0,8.0
10_22,Nguyen_1,10.0,96.0,1.0
10_22,Nguyen_2,10.0,96.0,10.0
10_22,Nguyen_3,10.0,96.0,31.0
10_22,Nina_1,8.8,96.0,615.0
10_22,Olgie_1,10.0,96.0,6658.0
10_22,PARK_1,10.0,96.0,239.0
10_22,PHONG_1,9.2,96.0,1349.0
10_22,Pauline_1,10.0,96.0,1353.0
10_22,Peggy_1,10.0,96.0,1919.0
10_22,Peter_1,7.6,96.0,160.0
10_22,Pham_1,10.0,96.0,38.0
10_22,Pham_2,8.8,96.0,254.0
10_22,Pham_3,10.0,96.0,405.0
10_22,Phi_1,10.0,96.0,255.0
10_22,Phi_2,10.0,96.0,1922.0
10_22,Phong_1,10.0,96.0,140.0
10_22,Phuoc_1,10.0,96.0,546.0
10_22,Phuong_1,8.0,96.0,18.0
10_22,Phùng_1,10.0,96.0,618.0
10_22,Phạm_1,10.0,96.0,43.0
10_22,Pimnipa_1,10.0,96.0,6769.0
10_22,Quang_1,10.0,96.0,27.0
10_22,Quang_2,10.0,96.0,230.0
10_22,Quang_3,10.0,96.0,548.0
10_22,Quang_4,10.0,96.0,1363.0
10_22,Quỳnh_1,9.6,96.0,149.0
10_22,Quỳnh_2,9.6,96.0,549.0
10_22,Ross_1,10.0,96.0,6922.0
10_22,SOHEE_1,10.0,96.0,721.0
10_22,Sarah_1,8.8,96.0,499.0
10_22,Seovin_1,8.4,96.0,7175.0
10_22,Shubham_1,8.8,96.0,3225.0
10_22,Siow_1,9.6,96.0,7261.0
10_22,Sudarat_1,10.0,96.0,7327.0
10_22,Swee_1,9.2,96.0,500.0
10_22,THANH_1,10.0,96.0,116.0
10_22,THÙY_1,9.2,96.0,7421.0
10_22,TRA_1,10.0,96.0,7438.0
10_22,Thao_1,10.0,96.0,39.0
10_22,Thi_1,10.0,96.0,3.0
10_22,Thomas_1,9.6,96.0,170.0
10_22,Thị_1,10.0,96.0,12.0
10_22,Thị_2,10.0,96.0,134.0
10_22,Tri_1,8.4,96.0,181.0
10_22,Tri_2,9.6,96.0,740.0
10_22,Trinh_1,10.0,96.0,76.0
10_22,Trung_1,10.0,96.0,36.0
10_22,Trung_2,10.0,96.0,235.0
10_22,Tung_1,10.0,96.0,273.0
10_22,Tuyet_1,10.0,96.0,326.0
10_22,Vinh_1,8.4,96.0,68.0
10_22,Vu_1,10.0,96.0,44.0
10_22,Warren_1,10.0,96.0,3405.0
10_22,Weiping_1,10.0,96.0,7908.0
10_22,YI_1,9.2,96.0,3427.0
10_22,YOUNGCHAE_1,10.0,96.0,8030.0
10_22,YOUNNAI_1,10.0,96.0,8053.0
10_22,Younki_1,10.0,96.0,8184.0
10_22,Yutapong_1,10.0,96.0,8210.0
10_22,dietmar_1,10.0,96.0,8399.0
10_22,euna_1,10.0,96.0,2162.0
10_22,jihyun_1,10.0,96.0,461.0
10_22,joanne_1,9.6,96.0,3612.0
10_22,jongho_1,10.0,96.0,8715.0
10_22,juyeon_1,10.0,96.0,8749.0
10_22,luan_1,10.0,96.0,1486.0
10_22,ngoc_1,10.0,96.0,462.0
10_22,thi_1,10.0,96.0,112.0
10_22,thi_2,10.0,96.0,573.0
10_22,van_1,10.0,96.0,313.0
10_22,william_1,10.0,96.0,2296.0
10_22,Điệp_1,10.0,96.0,2313.0
10_22,đoàn_1,9.6,96.0,9471.0
10_22,나영_1,9.6,96.0,3797.0
10_22,상헌_1,10.0,96.0,9614.0
10_22,숩니_1,10.0,96.0,3815.0
10_22,재성_1,10.0,96.0,9730.0
10_23,Luke_1,9.6,364.0,1310.0
10_23,Thị_1,10.0,364.0,12.0
10_25,Hyukju_1,7.6,400.0,1712.0
10_30,SEONGGAB_1,10.0,365.0,1952.0
10_30,Xiaobo_1,10.0,365.0,1443.0
10_5,Tao_1,10.0,401.0,868.0
10_6,CHANG_1,10.0,314.0,657.0
10_6,Dmitry_1,8.8,314.0,953.0
10_6,Huy_1,10.0,314.0,16.0
10_6,MaiKhanh_1,9.2,314.0,1854.0
10_6,Quoc_1,8.0,314.0,87.0
10_6,Tien_1,10.0,314.0,142.0
10_7,HYOWON_1,10.0,264.0,1678.0
10_7,Nguyễn_1,10.0,264.0,0.0
10_7,Siu_1,9.2,264.0,1050.0
10_7,Wonjin_1,10.0,264.0,2075.0
10_7,Wonseok_1,7.2,264.0,2076.0
10_7,choi_1,7.2,264.0,311.0
10_7,jaejung_1,8.4,264.0,2190.0
10_7,mun_1,9.2,264.0,1115.0
10_7,seungye_1,8.0,264.0,2263.0
10_7,su_1,9.2,264.0,1124.0
10_7,상준_1,9.6,264.0,2342.0
10_8,Hong_1,6.8,366.0,46.0
10_8,Ngân_1,9.2,366.0,158.0
10_9,Bo_1,9.2,226.0,934.0
10_9,Cho_1,8.8,226.0,662.0
10_9,GO_1,9.2,226.0,1200.0
10_9,HYUNJUNG_1,10.0,226.0,1216.0
10_9,Hyeong-ho_1,8.4,226.0,1709.0
10_9,Hyunkyung_1,10.0,226.0,1233.0
10_9,JAEWOO_1,9.2,226.0,979.0
10_9,JIEUN_1,8.4,226.0,476.0
10_9,JINA_1,10.0,226.0,1247.0
10_9,JUYONG_1,7.6,226.0,1747.0
10_9,Jiseon_1,9.6,226.0,1262.0
10_9,Kim_1,8.0,226.0,7.0
10_9,Lan_1,10.0,226.0,62.0
10_9,Mai_1,8.8,226.0,21.0
10_9,Nguyễn_1,10.0,226.0,0.0
10_9,Sam_1,8.4,226.0,497.0
10_9,Soyoung_1,8.4,226.0,554.0
10_9,SuJeong_1,10.0,226.0,2002.0
10_9,Wooneok_1,9.2,226.0,2079.0
